"Year";"Forest zone";"Canton";"Type of owner";"Forest owners number";"Total forest area";"Productive forest area"
"2019";"Switzerland";"Schaffhausen";">>Other public forest";1;8;8
"2019";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - total";4266;7181;6861
"2019";"Switzerland";"Appenzell Ausserrhoden";"Private forest";4241;5530;5529
"2019";"Switzerland";"Appenzell Ausserrhoden";"Public forest";25;1651;1332
"2019";"Switzerland";"Appenzell Ausserrhoden";">>Federal forest";1;26;26
"2019";"Switzerland";"Appenzell Ausserrhoden";">>Cantonal forest";1;392;177
"2019";"Switzerland";"Appenzell Ausserrhoden";">>Municipality forest";21;1122;1018
"2019";"Switzerland";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"2019";"Switzerland";"Appenzell Ausserrhoden";">>Other public forest";2;111;111
"2019";"Switzerland";"Appenzell Innerrhoden";"Type of owners - total";3024;4869;4655
"2019";"Switzerland";"Appenzell Innerrhoden";"Private forest";2996;2782;2782
"2019";"Switzerland";"Appenzell Innerrhoden";"Public forest";28;2087;1873
"2019";"Switzerland";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"2019";"Switzerland";"Appenzell Innerrhoden";">>Cantonal forest";1;154;148
"2019";"Switzerland";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"2019";"Switzerland";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"2019";"Switzerland";"Appenzell Innerrhoden";">>Other public forest";27;1933;1725
"2019";"Switzerland";"St. Gallen";"Type of owners - total";16994;60000;56620
"2019";"Switzerland";"St. Gallen";"Private forest";16487;26021;24945
"2019";"Switzerland";"St. Gallen";"Public forest";507;33979;31675
"2019";"Switzerland";"St. Gallen";">>Federal forest";1;410;404
"2019";"Switzerland";"St. Gallen";">>Cantonal forest";1;2096;1943
"2019";"Switzerland";"St. Gallen";">>Municipality forest";21;949;929
"2019";"Switzerland";"St. Gallen";">>Bourgeois forest";78;26987;25006
"2019";"Switzerland";"St. Gallen";">>Other public forest";406;3537;3393
"2019";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - total";10482;201958;161360
"2019";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";10340;18117;17984
"2019";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";142;183841;143376
"2019";"Switzerland";"Graubünden / Grigioni / Grischun";">>Federal forest";1;18;18
"2019";"Switzerland";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;1118;876
"2019";"Switzerland";"Graubünden / Grigioni / Grischun";">>Municipality forest";110;176919;137803
"2019";"Switzerland";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"2019";"Switzerland";"Graubünden / Grigioni / Grischun";">>Other public forest";30;5786;4679
"2019";"Switzerland";"Aargau";"Type of owners - total";14369;49117;46490
"2019";"Switzerland";"Aargau";"Private forest";14167;11117;11077
"2019";"Switzerland";"Aargau";"Public forest";202;38000;35413
"2019";"Switzerland";"Aargau";">>Federal forest";1;36;36
"2019";"Switzerland";"Aargau";">>Cantonal forest";1;3152;2548
"2019";"Switzerland";"Aargau";">>Municipality forest";23;2915;2719
"2019";"Switzerland";"Aargau";">>Bourgeois forest";175;31832;30054
"2019";"Switzerland";"Aargau";">>Other public forest";2;65;56
"2019";"Switzerland";"Thurgau";"Type of owners - total";9030;20222;20185
"2019";"Switzerland";"Thurgau";"Private forest";8960;11424;11424
"2019";"Switzerland";"Thurgau";"Public forest";70;8798;8761
"2019";"Switzerland";"Thurgau";">>Federal forest";1;196;159
"2019";"Switzerland";"Thurgau";">>Cantonal forest";1;1396;1396
"2019";"Switzerland";"Thurgau";">>Municipality forest";6;326;326
"2019";"Switzerland";"Thurgau";">>Bourgeois forest";45;5795;5795
"2019";"Switzerland";"Thurgau";">>Other public forest";17;1085;1085
"2019";"Switzerland";"Ticino";"Type of owners - total";30561;142310;127584
"2019";"Switzerland";"Ticino";"Private forest";30244;29313;29313
"2019";"Switzerland";"Ticino";"Public forest";317;112997;98271
"2019";"Switzerland";"Ticino";">>Federal forest";1;1207;1163
"2019";"Switzerland";"Ticino";">>Cantonal forest";1;2828;2433
"2019";"Switzerland";"Ticino";">>Municipality forest";47;1750;1703
"2019";"Switzerland";"Ticino";">>Bourgeois forest";213;106042;91822
"2019";"Switzerland";"Ticino";">>Other public forest";55;1170;1150
"2019";"Switzerland";"Vaud";"Type of owners - total";27267;127074;94603
"2019";"Switzerland";"Vaud";"Private forest";26947;41011;25808
"2019";"Switzerland";"Vaud";"Public forest";320;86063;68795
"2019";"Switzerland";"Vaud";">>Federal forest";1;2727;1679
"2019";"Switzerland";"Vaud";">>Cantonal forest";1;10088;8712
"2019";"Switzerland";"Vaud";">>Municipality forest";317;73229;58385
"2019";"Switzerland";"Vaud";">>Bourgeois forest";0;0;0
"2019";"Switzerland";"Vaud";">>Other public forest";1;19;19
"2019";"Switzerland";"Valais / Wallis";"Type of owners - total";19904;109584;90788
"2019";"Switzerland";"Valais / Wallis";"Private forest";19676;10002;9952
"2019";"Switzerland";"Valais / Wallis";"Public forest";228;99582;80836
"2019";"Switzerland";"Valais / Wallis";">>Federal forest";1;39;39
"2019";"Switzerland";"Valais / Wallis";">>Cantonal forest";0;0;0
"2019";"Switzerland";"Valais / Wallis";">>Municipality forest";2;1001;897
"2019";"Switzerland";"Valais / Wallis";">>Bourgeois forest";149;93179;75998
"2019";"Switzerland";"Valais / Wallis";">>Other public forest";76;5363;3902
"2019";"Switzerland";"Neuchâtel";"Type of owners - total";2951;30756;26662
"2019";"Switzerland";"Neuchâtel";"Private forest";2862;13130;12033
"2019";"Switzerland";"Neuchâtel";"Public forest";89;17626;14629
"2019";"Switzerland";"Neuchâtel";">>Federal forest";1;212;154
"2019";"Switzerland";"Neuchâtel";">>Cantonal forest";1;3075;2366
"2019";"Switzerland";"Neuchâtel";">>Municipality forest";84;14030;11801
"2019";"Switzerland";"Neuchâtel";">>Bourgeois forest";0;0;0
"2019";"Switzerland";"Neuchâtel";">>Other public forest";3;309;308
"2019";"Switzerland";"Genève";"Type of owners - total";1595;3003;2599
"2019";"Switzerland";"Genève";"Private forest";1564;1045;961
"2019";"Switzerland";"Genève";"Public forest";31;1958;1638
"2019";"Switzerland";"Genève";">>Federal forest";1;15;15
"2019";"Switzerland";"Genève";">>Cantonal forest";1;1600;1362
"2019";"Switzerland";"Genève";">>Municipality forest";28;302;225
"2019";"Switzerland";"Genève";">>Bourgeois forest";0;0;0
"2019";"Switzerland";"Genève";">>Other public forest";1;41;36
"2019";"Switzerland";"Jura";"Type of owners - total";4165;36290;33765
"2019";"Switzerland";"Jura";"Private forest";4114;8734;8514
"2019";"Switzerland";"Jura";"Public forest";51;27556;25251
"2019";"Switzerland";"Jura";">>Federal forest";1;1859;1776
"2019";"Switzerland";"Jura";">>Cantonal forest";1;2416;1853
"2019";"Switzerland";"Jura";">>Municipality forest";37;19502;18197
"2019";"Switzerland";"Jura";">>Bourgeois forest";11;3666;3312
"2019";"Switzerland";"Jura";">>Other public forest";1;113;113
"2019";"Jura";"Switzerland";"Type of owners - total";33689;229890;195272
"2019";"Jura";"Switzerland";"Private forest";33178;51412;46958
"2019";"Jura";"Switzerland";"Public forest";511;178478;148314
"2019";"Jura";"Switzerland";">>Federal forest";1;3035;2701
"2019";"Jura";"Switzerland";">>Cantonal forest";9;18008;15324
"2019";"Jura";"Switzerland";">>Municipality forest";270;94884;78272
"2019";"Jura";"Switzerland";">>Bourgeois forest";216;59368;48997
"2019";"Jura";"Switzerland";">>Other public forest";15;3183;3020
"2019";"Jura";"Zürich";"Type of owners - total";0;0;0
"2019";"Jura";"Zürich";"Private forest";0;0;0
"2019";"Jura";"Zürich";"Public forest";0;0;0
"2019";"Jura";"Zürich";">>Federal forest";0;0;0
"2019";"Jura";"Zürich";">>Cantonal forest";0;0;0
"2019";"Jura";"Zürich";">>Municipality forest";0;0;0
"2019";"Jura";"Zürich";">>Bourgeois forest";0;0;0
"2019";"Jura";"Zürich";">>Other public forest";0;0;0
"2019";"Jura";"Bern / Berne";"Type of owners - total";2104;33835;23946
"2019";"Jura";"Bern / Berne";"Private forest";2045;3927;3927
"2019";"Jura";"Bern / Berne";"Public forest";59;29908;20019
"2019";"Jura";"Bern / Berne";">>Federal forest";1;11;11
"2019";"Jura";"Bern / Berne";">>Cantonal forest";1;1922;1922
"2019";"Jura";"Bern / Berne";">>Municipality forest";21;9168;5148
"2019";"Jura";"Bern / Berne";">>Bourgeois forest";36;18807;12938
"2019";"Jura";"Bern / Berne";">>Other public forest";0;0;0
"2019";"Jura";"Luzern";"Type of owners - total";0;0;0
"2019";"Jura";"Luzern";"Private forest";0;0;0
"2019";"Jura";"Luzern";"Public forest";0;0;0
"2019";"Jura";"Luzern";">>Federal forest";0;0;0
"2019";"Jura";"Luzern";">>Cantonal forest";0;0;0
"2019";"Jura";"Luzern";">>Municipality forest";0;0;0
"2019";"Jura";"Luzern";">>Bourgeois forest";0;0;0
"2019";"Jura";"Luzern";">>Other public forest";0;0;0
"2019";"Jura";"Uri";"Type of owners - total";0;0;0
"2019";"Jura";"Uri";"Private forest";0;0;0
"2019";"Jura";"Uri";"Public forest";0;0;0
"2019";"Jura";"Uri";">>Federal forest";0;0;0
"2019";"Jura";"Uri";">>Cantonal forest";0;0;0
"2019";"Jura";"Uri";">>Municipality forest";0;0;0
"2019";"Jura";"Uri";">>Bourgeois forest";0;0;0
"2019";"Jura";"Uri";">>Other public forest";0;0;0
"2019";"Jura";"Schwyz";"Type of owners - total";0;0;0
"2019";"Jura";"Schwyz";"Private forest";0;0;0
"2019";"Jura";"Schwyz";"Public forest";0;0;0
"2019";"Jura";"Schwyz";">>Federal forest";0;0;0
"2019";"Jura";"Schwyz";">>Cantonal forest";0;0;0
"2019";"Jura";"Schwyz";">>Municipality forest";0;0;0
"2019";"Jura";"Schwyz";">>Bourgeois forest";0;0;0
"2019";"Jura";"Schwyz";">>Other public forest";0;0;0
"2019";"Jura";"Obwalden";"Type of owners - total";0;0;0
"2019";"Jura";"Obwalden";"Private forest";0;0;0
"2019";"Jura";"Obwalden";"Public forest";0;0;0
"2019";"Jura";"Obwalden";">>Federal forest";0;0;0
"2019";"Jura";"Obwalden";">>Cantonal forest";0;0;0
"2019";"Jura";"Obwalden";">>Municipality forest";0;0;0
"2019";"Jura";"Obwalden";">>Bourgeois forest";0;0;0
"2019";"Jura";"Obwalden";">>Other public forest";0;0;0
"2019";"Jura";"Nidwalden";"Type of owners - total";0;0;0
"2019";"Jura";"Nidwalden";"Private forest";0;0;0
"2019";"Jura";"Nidwalden";"Public forest";0;0;0
"2019";"Jura";"Nidwalden";">>Federal forest";0;0;0
"2019";"Jura";"Nidwalden";">>Cantonal forest";0;0;0
"2019";"Jura";"Nidwalden";">>Municipality forest";0;0;0
"2019";"Jura";"Nidwalden";">>Bourgeois forest";0;0;0
"2019";"Jura";"Nidwalden";">>Other public forest";0;0;0
"2019";"Jura";"Glarus";"Type of owners - total";0;0;0
"2019";"Jura";"Glarus";"Private forest";0;0;0
"2019";"Jura";"Glarus";"Public forest";0;0;0
"2019";"Jura";"Glarus";">>Federal forest";0;0;0
"2019";"Jura";"Glarus";">>Cantonal forest";0;0;0
"2019";"Jura";"Glarus";">>Municipality forest";0;0;0
"2019";"Jura";"Glarus";">>Bourgeois forest";0;0;0
"2019";"Jura";"Glarus";">>Other public forest";0;0;0
"2019";"Jura";"Zug";"Type of owners - total";0;0;0
"2019";"Jura";"Zug";"Private forest";0;0;0
"2019";"Jura";"Zug";"Public forest";0;0;0
"2019";"Jura";"Zug";">>Federal forest";0;0;0
"2019";"Jura";"Zug";">>Cantonal forest";0;0;0
"2019";"Jura";"Zug";">>Municipality forest";0;0;0
"2019";"Jura";"Zug";">>Bourgeois forest";0;0;0
"2019";"Jura";"Zug";">>Other public forest";0;0;0
"2019";"Jura";"Fribourg / Freiburg";"Type of owners - total";1;8;8
"2019";"Jura";"Fribourg / Freiburg";"Private forest";0;0;0
"2019";"Jura";"Fribourg / Freiburg";"Public forest";1;8;8
"2019";"Jura";"Fribourg / Freiburg";">>Federal forest";0;0;0
"2019";"Jura";"Fribourg / Freiburg";">>Cantonal forest";0;0;0
"2019";"Jura";"Fribourg / Freiburg";">>Municipality forest";1;8;8
"2019";"Jura";"Fribourg / Freiburg";">>Bourgeois forest";0;0;0
"2019";"Jura";"Fribourg / Freiburg";">>Other public forest";0;0;0
"2019";"Jura";"Solothurn";"Type of owners - total";3694;25120;21124
"2019";"Jura";"Solothurn";"Private forest";3625;5395;5395
"2019";"Jura";"Solothurn";"Public forest";69;19725;15729
"2019";"Jura";"Solothurn";">>Federal forest";1;104;104
"2019";"Jura";"Solothurn";">>Cantonal forest";1;1365;980
"2019";"Jura";"Solothurn";">>Municipality forest";14;3072;2627
"2019";"Jura";"Solothurn";">>Bourgeois forest";53;15184;12018
"2019";"Jura";"Solothurn";">>Other public forest";0;0;0
"2019";"Jura";"Basel-Stadt";"Type of owners - total";164;471;471
"2019";"Jura";"Basel-Stadt";"Private forest";160;86;86
"2019";"Jura";"Basel-Stadt";"Public forest";4;385;385
"2019";"Jura";"Basel-Stadt";">>Federal forest";0;0;0
"2019";"Jura";"Basel-Stadt";">>Cantonal forest";1;90;90
"2019";"Jura";"Basel-Stadt";">>Municipality forest";0;0;0
"2019";"Jura";"Basel-Stadt";">>Bourgeois forest";2;142;142
"2019";"Jura";"Basel-Stadt";">>Other public forest";1;153;153
"2019";"Jura";"Basel-Landschaft";"Type of owners - total";6134;20356;19968
"2019";"Jura";"Basel-Landschaft";"Private forest";6044;4435;4435
"2019";"Jura";"Basel-Landschaft";"Public forest";90;15921;15533
"2019";"Jura";"Basel-Landschaft";">>Federal forest";1;54;54
"2019";"Jura";"Basel-Landschaft";">>Cantonal forest";1;422;421
"2019";"Jura";"Basel-Landschaft";">>Municipality forest";12;934;908
"2019";"Jura";"Basel-Landschaft";">>Bourgeois forest";68;11949;11750
"2019";"Jura";"Basel-Landschaft";">>Other public forest";8;2562;2400
"2019";"Jura";"Schaffhausen";"Type of owners - total";1660;11454;11361
"2019";"Jura";"Schaffhausen";"Private forest";1640;1596;1596
"2019";"Jura";"Schaffhausen";"Public forest";20;9858;9765
"2019";"Jura";"Schaffhausen";">>Federal forest";0;0;0
"2019";"Jura";"Schaffhausen";">>Cantonal forest";1;2137;2137
"2019";"Jura";"Schaffhausen";">>Municipality forest";19;7721;7628
"2019";"Jura";"Schaffhausen";">>Bourgeois forest";0;0;0
"2019";"Jura";"Schaffhausen";">>Other public forest";0;0;0
"2019";"Jura";"Appenzell Ausserrhoden";"Type of owners - total";0;0;0
"2019";"Jura";"Appenzell Ausserrhoden";"Private forest";0;0;0
"2019";"Jura";"Appenzell Ausserrhoden";"Public forest";0;0;0
"2019";"Jura";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"2019";"Jura";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"2019";"Jura";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"2019";"Jura";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"2019";"Jura";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"2019";"Jura";"Appenzell Innerrhoden";"Type of owners - total";0;0;0
"2019";"Jura";"Appenzell Innerrhoden";"Private forest";0;0;0
"2019";"Jura";"Appenzell Innerrhoden";"Public forest";0;0;0
"2019";"Jura";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"2019";"Jura";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"2019";"Jura";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"2019";"Jura";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"2019";"Jura";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"2019";"Jura";"St. Gallen";"Type of owners - total";0;0;0
"2019";"Jura";"St. Gallen";"Private forest";0;0;0
"2019";"Jura";"St. Gallen";"Public forest";0;0;0
"2019";"Jura";"St. Gallen";">>Federal forest";0;0;0
"2019";"Jura";"St. Gallen";">>Cantonal forest";0;0;0
"2019";"Jura";"St. Gallen";">>Municipality forest";0;0;0
"2019";"Jura";"St. Gallen";">>Bourgeois forest";0;0;0
"2019";"Jura";"St. Gallen";">>Other public forest";0;0;0
"2019";"Jura";"Graubünden / Grigioni / Grischun";"Type of owners - total";0;0;0
"2019";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"2019";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"2019";"Jura";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"2019";"Jura";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"2019";"Jura";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"2019";"Jura";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"2019";"Jura";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"2019";"Jura";"Aargau";"Type of owners - total";5136;18460;17004
"2019";"Jura";"Aargau";"Private forest";5077;4507;4507
"2019";"Jura";"Aargau";"Public forest";59;13953;12497
"2019";"Jura";"Aargau";">>Federal forest";0;0;0
"2019";"Jura";"Aargau";">>Cantonal forest";1;2904;2304
"2019";"Jura";"Aargau";">>Municipality forest";11;1402;1329
"2019";"Jura";"Aargau";">>Bourgeois forest";46;9620;8837
"2019";"Jura";"Aargau";">>Other public forest";1;27;27
"2019";"Jura";"Thurgau";"Type of owners - total";0;0;0
"2019";"Jura";"Thurgau";"Private forest";0;0;0
"2019";"Jura";"Thurgau";"Public forest";0;0;0
"2019";"Jura";"Thurgau";">>Federal forest";0;0;0
"2019";"Jura";"Thurgau";">>Cantonal forest";0;0;0
"2019";"Jura";"Thurgau";">>Municipality forest";0;0;0
"2019";"Jura";"Thurgau";">>Bourgeois forest";0;0;0
"2019";"Jura";"Thurgau";">>Other public forest";0;0;0
"2019";"Jura";"Ticino";"Type of owners - total";0;0;0
"2019";"Jura";"Ticino";"Private forest";0;0;0
"2019";"Jura";"Ticino";"Public forest";0;0;0
"2019";"Jura";"Ticino";">>Federal forest";0;0;0
"2019";"Jura";"Ticino";">>Cantonal forest";0;0;0
"2019";"Jura";"Ticino";">>Municipality forest";0;0;0
"2019";"Jura";"Ticino";">>Bourgeois forest";0;0;0
"2019";"Jura";"Ticino";">>Other public forest";0;0;0
"2019";"Jura";"Vaud";"Type of owners - total";7685;53140;40963
"2019";"Jura";"Vaud";"Private forest";7611;9602;6465
"2019";"Jura";"Vaud";"Public forest";74;43538;34498
"2019";"Jura";"Vaud";">>Federal forest";1;795;602
"2019";"Jura";"Vaud";">>Cantonal forest";1;3677;3251
"2019";"Jura";"Vaud";">>Municipality forest";71;39047;30626
"2019";"Jura";"Vaud";">>Bourgeois forest";0;0;0
"2019";"Jura";"Vaud";">>Other public forest";1;19;19
"2019";"Jura";"Valais / Wallis";"Type of owners - total";0;0;0
"2019";"Jura";"Valais / Wallis";"Private forest";0;0;0
"2019";"Jura";"Valais / Wallis";"Public forest";0;0;0
"2019";"Jura";"Valais / Wallis";">>Federal forest";0;0;0
"2019";"Jura";"Valais / Wallis";">>Cantonal forest";0;0;0
"2019";"Jura";"Valais / Wallis";">>Municipality forest";0;0;0
"2019";"Jura";"Valais / Wallis";">>Bourgeois forest";0;0;0
"2019";"Jura";"Valais / Wallis";">>Other public forest";0;0;0
"2019";"Jura";"Neuchâtel";"Type of owners - total";2951;30756;26662
"2019";"Jura";"Neuchâtel";"Private forest";2862;13130;12033
"2019";"Jura";"Neuchâtel";"Public forest";89;17626;14629
"2019";"Jura";"Neuchâtel";">>Federal forest";1;212;154
"2019";"Jura";"Neuchâtel";">>Cantonal forest";1;3075;2366
"2019";"Jura";"Neuchâtel";">>Municipality forest";84;14030;11801
"2019";"Jura";"Neuchâtel";">>Bourgeois forest";0;0;0
"2019";"Jura";"Neuchâtel";">>Other public forest";3;309;308
"2019";"Jura";"Genève";"Type of owners - total";0;0;0
"2019";"Jura";"Genève";"Private forest";0;0;0
"2019";"Jura";"Genève";"Public forest";0;0;0
"2019";"Jura";"Genève";">>Federal forest";0;0;0
"2019";"Jura";"Genève";">>Cantonal forest";0;0;0
"2019";"Jura";"Genève";">>Municipality forest";0;0;0
"2019";"Jura";"Genève";">>Bourgeois forest";0;0;0
"2019";"Jura";"Genève";">>Other public forest";0;0;0
"2019";"Jura";"Jura";"Type of owners - total";4165;36290;33765
"2019";"Jura";"Jura";"Private forest";4114;8734;8514
"2019";"Jura";"Jura";"Public forest";51;27556;25251
"2019";"Jura";"Jura";">>Federal forest";1;1859;1776
"2019";"Jura";"Jura";">>Cantonal forest";1;2416;1853
"2019";"Jura";"Jura";">>Municipality forest";37;19502;18197
"2019";"Jura";"Jura";">>Bourgeois forest";11;3666;3312
"2019";"Jura";"Jura";">>Other public forest";1;113;113
"2019";"Central Plain";"Switzerland";"Type of owners - total";83807;227222;221112
"2019";"Central Plain";"Switzerland";"Private forest";82532;102102;100933
"2019";"Central Plain";"Switzerland";"Public forest";1275;125120;120179
"2019";"Central Plain";"Switzerland";">>Federal forest";1;1036;873
"2019";"Central Plain";"Switzerland";">>Cantonal forest";11;14227;13379
"2019";"Central Plain";"Switzerland";">>Municipality forest";559;46154;44148
"2019";"Central Plain";"Switzerland";">>Bourgeois forest";363;51340;49492
"2019";"Central Plain";"Switzerland";">>Other public forest";341;12363;12287
"2019";"Central Plain";"Zürich";"Type of owners - total";17989;48975;48481
"2019";"Central Plain";"Zürich";"Private forest";17791;24707;24627
"2019";"Central Plain";"Zürich";"Public forest";198;24268;23854
"2019";"Central Plain";"Zürich";">>Federal forest";1;103;103
"2019";"Central Plain";"Zürich";">>Cantonal forest";1;3615;3393
"2019";"Central Plain";"Zürich";">>Municipality forest";107;14978;14806
"2019";"Central Plain";"Zürich";">>Bourgeois forest";0;0;0
"2019";"Central Plain";"Zürich";">>Other public forest";89;5572;5552
"2019";"Central Plain";"Bern / Berne";"Type of owners - total";12040;42120;41560
"2019";"Central Plain";"Bern / Berne";"Private forest";11845;20025;20025
"2019";"Central Plain";"Bern / Berne";"Public forest";195;22095;21535
"2019";"Central Plain";"Bern / Berne";">>Federal forest";1;206;175
"2019";"Central Plain";"Bern / Berne";">>Cantonal forest";1;3488;3488
"2019";"Central Plain";"Bern / Berne";">>Municipality forest";53;2073;2012
"2019";"Central Plain";"Bern / Berne";">>Bourgeois forest";125;15404;14966
"2019";"Central Plain";"Bern / Berne";">>Other public forest";15;924;894
"2019";"Central Plain";"Luzern";"Type of owners - total";7140;15168;15168
"2019";"Central Plain";"Luzern";"Private forest";7065;12484;12484
"2019";"Central Plain";"Luzern";"Public forest";75;2684;2684
"2019";"Central Plain";"Luzern";">>Federal forest";1;20;20
"2019";"Central Plain";"Luzern";">>Cantonal forest";0;0;0
"2019";"Central Plain";"Luzern";">>Municipality forest";20;321;321
"2019";"Central Plain";"Luzern";">>Bourgeois forest";0;0;0
"2019";"Central Plain";"Luzern";">>Other public forest";54;2343;2343
"2019";"Central Plain";"Uri";"Type of owners - total";0;0;0
"2019";"Central Plain";"Uri";"Private forest";0;0;0
"2019";"Central Plain";"Uri";"Public forest";0;0;0
"2019";"Central Plain";"Uri";">>Federal forest";0;0;0
"2019";"Central Plain";"Uri";">>Cantonal forest";0;0;0
"2019";"Central Plain";"Uri";">>Municipality forest";0;0;0
"2019";"Central Plain";"Uri";">>Bourgeois forest";0;0;0
"2019";"Central Plain";"Uri";">>Other public forest";0;0;0
"2019";"Central Plain";"Schwyz";"Type of owners - total";0;0;0
"2019";"Central Plain";"Schwyz";"Private forest";0;0;0
"2019";"Central Plain";"Schwyz";"Public forest";0;0;0
"2019";"Central Plain";"Schwyz";">>Federal forest";0;0;0
"2019";"Central Plain";"Schwyz";">>Cantonal forest";0;0;0
"2019";"Central Plain";"Schwyz";">>Municipality forest";0;0;0
"2019";"Central Plain";"Schwyz";">>Bourgeois forest";0;0;0
"2019";"Central Plain";"Schwyz";">>Other public forest";0;0;0
"2019";"Central Plain";"Obwalden";"Type of owners - total";0;0;0
"2019";"Central Plain";"Obwalden";"Private forest";0;0;0
"2019";"Central Plain";"Obwalden";"Public forest";0;0;0
"2019";"Central Plain";"Obwalden";">>Federal forest";0;0;0
"2019";"Central Plain";"Obwalden";">>Cantonal forest";0;0;0
"2019";"Central Plain";"Obwalden";">>Municipality forest";0;0;0
"2019";"Central Plain";"Obwalden";">>Bourgeois forest";0;0;0
"2019";"Central Plain";"Obwalden";">>Other public forest";0;0;0
"2019";"Central Plain";"Nidwalden";"Type of owners - total";0;0;0
"2019";"Central Plain";"Nidwalden";"Private forest";0;0;0
"2019";"Central Plain";"Nidwalden";"Public forest";0;0;0
"2019";"Central Plain";"Nidwalden";">>Federal forest";0;0;0
"2019";"Central Plain";"Nidwalden";">>Cantonal forest";0;0;0
"2019";"Central Plain";"Nidwalden";">>Municipality forest";0;0;0
"2019";"Central Plain";"Nidwalden";">>Bourgeois forest";0;0;0
"2019";"Central Plain";"Nidwalden";">>Other public forest";0;0;0
"2019";"Central Plain";"Glarus";"Type of owners - total";0;0;0
"2019";"Central Plain";"Glarus";"Private forest";0;0;0
"2019";"Central Plain";"Glarus";"Public forest";0;0;0
"2019";"Central Plain";"Glarus";">>Federal forest";0;0;0
"2019";"Central Plain";"Glarus";">>Cantonal forest";0;0;0
"2019";"Central Plain";"Glarus";">>Municipality forest";0;0;0
"2019";"Central Plain";"Glarus";">>Bourgeois forest";0;0;0
"2019";"Central Plain";"Glarus";">>Other public forest";0;0;0
"2019";"Central Plain";"Zug";"Type of owners - total";442;1197;1184
"2019";"Central Plain";"Zug";"Private forest";435;622;617
"2019";"Central Plain";"Zug";"Public forest";7;575;567
"2019";"Central Plain";"Zug";">>Federal forest";0;0;0
"2019";"Central Plain";"Zug";">>Cantonal forest";0;0;0
"2019";"Central Plain";"Zug";">>Municipality forest";0;0;0
"2019";"Central Plain";"Zug";">>Bourgeois forest";0;0;0
"2019";"Central Plain";"Zug";">>Other public forest";7;575;567
"2019";"Central Plain";"Fribourg / Freiburg";"Type of owners - total";9365;17559;17263
"2019";"Central Plain";"Fribourg / Freiburg";"Private forest";9253;7512;7512
"2019";"Central Plain";"Fribourg / Freiburg";"Public forest";112;10047;9751
"2019";"Central Plain";"Fribourg / Freiburg";">>Federal forest";1;143;74
"2019";"Central Plain";"Fribourg / Freiburg";">>Cantonal forest";1;890;743
"2019";"Central Plain";"Fribourg / Freiburg";">>Municipality forest";94;7438;7387
"2019";"Central Plain";"Fribourg / Freiburg";">>Bourgeois forest";2;922;896
"2019";"Central Plain";"Fribourg / Freiburg";">>Other public forest";14;654;651
"2019";"Central Plain";"Solothurn";"Type of owners - total";1584;6588;6175
"2019";"Central Plain";"Solothurn";"Private forest";1524;1163;1163
"2019";"Central Plain";"Solothurn";"Public forest";60;5425;5012
"2019";"Central Plain";"Solothurn";">>Federal forest";1;29;29
"2019";"Central Plain";"Solothurn";">>Cantonal forest";1;45;45
"2019";"Central Plain";"Solothurn";">>Municipality forest";4;172;147
"2019";"Central Plain";"Solothurn";">>Bourgeois forest";54;5179;4791
"2019";"Central Plain";"Solothurn";">>Other public forest";0;0;0
"2019";"Central Plain";"Basel-Stadt";"Type of owners - total";0;0;0
"2019";"Central Plain";"Basel-Stadt";"Private forest";0;0;0
"2019";"Central Plain";"Basel-Stadt";"Public forest";0;0;0
"2019";"Central Plain";"Basel-Stadt";">>Federal forest";0;0;0
"2019";"Central Plain";"Basel-Stadt";">>Cantonal forest";0;0;0
"2019";"Central Plain";"Basel-Stadt";">>Municipality forest";0;0;0
"2019";"Central Plain";"Basel-Stadt";">>Bourgeois forest";0;0;0
